pcap,window_index,window_start,window_end,pkts_per_s,bytes_per_s,tcp_per_s,udp_per_s,icmp_per_s,udp_dst_1900_per_s,udp_dst_53_per_s,udp_dst_123_per_s,udp_dst_80_per_s,udp_dst_443_per_s,iat_mean,iat_std,iat_cv,iat_median,iat_p95,iat_p99,max_bin_pkts,gini_pkts,n_unique_src_ip,n_unique_dst_ip,n_unique_src_mac,H_src_ip,H_dst_port,H_ttl,tcp_syn_over_synack,udp_ssdp_req_over_resp,udp_dns_req_over_resp,udp_ntp_req_over_resp,pkt_len_mean,pkt_len_std,pkt_len_mode,udp_1900_fraction,ssdp_msearch,ssdp_notify,ssdp_200ok,H_ST,H_MAN,H_USER_AGENT,ssdp_multicast_hit_rate,src_mac_dominance,attack,family,family_index
mixed1.pcap,10,1539954017.001079,1539954018.001079,12.0,1136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07936646789312363,0.12405596673488617,1.5630779266357422,0.009231090545654297,0.3231179714202881,0.3956716060638428,4.0,0.4375,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.66666412353516,43.915321350097656,101.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,normal,0
mixed1.pcap,11,1539954017.501079,1539954018.501079,8.0,994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08413815498352051,0.11441808193922043,1.359883427619934,0.009668111801147461,0.2775494158267975,0.32556813955307007,2.0,0.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.25,11.266654014587402,115.4000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0,normal,0
mixed1.pcap,12,1539954018.001079,1539954019.001079,18.0,1806.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05074295029044151,0.07885120064020157,1.553934097290039,0.017147064208984375,0.15295767784118652,0.3006497919559479,5.0,0.4027777910232544,5.0,5.0,10.0,2.251629114151001,2.5849626064300537,1.251629114151001,0.0,0.0,0.0,0.0,100.33333587646484,36.926353454589844,126.19999694824219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222238779068,0,normal,0
mixed1.pcap,13,1539954018.501079,1539954019.501079,18.0,1806.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.052583009004592896,0.08038197457790375,1.5286682844161987,0.017147064208984375,0.1776258498430252,0.3053562641143799,5.0,0.4027777910232544,5.0,5.0,10.0,2.251629114151001,2.5849626064300537,1.251629114151001,0.0,0.0,0.0,0.0,100.33333587646484,36.926353454589844,126.19999694824219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222238779068,0,normal,0
mixed1.pcap,14,1539954019.001079,1539954020.001079,11.0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08611438423395157,0.10777886211872101,1.2515779733657837,0.03492462635040283,0.27106738090515137,0.3240445554256439,4.0,0.5113636255264282,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.7272720336914,25.937305450439453,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636363744735718,0,normal,0
mixed1.pcap,15,1539954019.501079,1539954020.501079,15.0,1583.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057790856808423996,0.061964262276887894,1.0722156763076782,0.02962946891784668,0.17630070447921753,0.18010248243808746,4.0,0.40833333134651184,4.0,4.0,10.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,105.53333282470703,31.887022018432617,127.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666805744171,0,normal,0
mixed1.pcap,16,1539954020.001079,1539954021.001079,17.0,1535.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04953494668006897,0.053253013640642166,1.0750595331192017,0.026603341102600098,0.1566314697265625,0.17031975090503693,3.0,0.2132352888584137,5.0,5.0,11.0,2.321928024291992,2.321928024291992,1.521928071975708,0.0,0.0,0.0,0.0,90.29412078857422,37.16697692871094,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411852359772,0,normal,0
mixed1.pcap,17,1539954020.501079,1539954021.501079,20.0,1840.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046757735311985016,0.06422776728868484,1.3736287355422974,0.015831947326660156,0.17589032649993896,0.2015957534313202,7.0,0.38749998807907104,2.0,2.0,10.0,0.9544339776039124,0.9544339776039124,0.9544339776039124,2.0,0.0,0.0,0.0,92.0,54.90628433227539,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,normal,0
mixed1.pcap,18,1539954021.001079,1539954022.001079,19.0,2118.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04718050733208656,0.07869414985179901,1.6679378747940063,0.010842561721801758,0.21718303859233856,0.2587125599384308,7.0,0.4934210479259491,2.0,2.0,8.0,0.9910760521888733,0.9910760521888733,0.9910760521888733,1.0,0.0,0.0,0.0,111.47368621826172,55.5956916809082,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631579041481018,0,normal,0
mixed1.pcap,19,1539954021.501079,1539954022.501079,13.0,1532.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06757351011037827,0.0957530215382576,1.4170200824737549,0.01170957088470459,0.26722660660743713,0.2687212824821472,4.0,0.4711538553237915,2.0,2.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,117.84615325927734,40.78243637084961,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923191547394,0,normal,0
mixed1.pcap,20,1539954022.001079,1539954023.001079,7.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08189383894205093,0.1082349345088005,1.3216493129730225,0.008758544921875,0.24909794330596924,0.26237794756889343,3.0,0.6607142686843872,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.14286041259766,37.79050827026367,123.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714328289032,0,normal,0
mixed1.pcap,21,1539954022.501079,1539954023.501079,12.0,1282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08650417625904083,0.15143193304538727,1.7505736351013184,0.010408878326416016,0.3816804885864258,0.4775104522705078,5.0,0.6041666865348816,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.83333587646484,40.159751892089844,101.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666567325592,0,normal,0
mixed1.pcap,22,1539954023.001079,1539954024.001079,17.0,1632.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0447491854429245,0.07580006867647171,1.6938871145248413,0.00957942008972168,0.21211320161819458,0.25193706154823303,5.0,0.5073529481887817,3.0,3.0,8.0,1.3709505796432495,1.92192804813385,0.7219281196594238,0.0,0.0,0.0,0.0,96.0,37.87751007080078,101.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411765933036804,0,normal,0
mixed1.pcap,23,1539954023.501079,1539954024.501079,13.0,1344.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07945241779088974,0.13006748259067535,1.6370488405227661,0.006976008415222168,0.3384106159210205,0.3780718445777893,5.0,0.6057692170143127,3.0,3.0,7.0,1.3709505796432495,1.92192804813385,0.7219281196594238,0.0,0.0,0.0,0.0,103.38461303710938,28.174015045166016,73.0999984741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923191547394,0,normal,0
mixed1.pcap,24,1539954024.001079,1539954025.001079,11.0,1262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08678068965673447,0.1471080482006073,1.6951701641082764,0.007471919059753418,0.3805086016654968,0.38649141788482666,4.0,0.5795454382896423,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.7272720336914,31.80649185180664,101.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454680919647,0,normal,0
mixed1.pcap,25,1539954024.501079,1539954025.501079,11.0,1262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09533841907978058,0.15318843722343445,1.6067860126495361,0.005809426307678223,0.3938058614730835,0.4084923565387726,4.0,0.5795454382896423,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.7272720336914,31.80649185180664,101.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454680919647,0,normal,0
mixed1.pcap,26,1539954025.001079,1539954026.001079,11.0,1179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09106709808111191,0.15125447511672974,1.6609125137329102,0.0080641508102417,0.392605185508728,0.40825220942497253,4.0,0.5795454382896423,2.0,2.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,107.18181610107422,33.991493225097656,101.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636363744735718,0,normal,0
mixed1.pcap,27,1539954025.501079,1539954026.501079,15.0,1868.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.045104485005140305,0.059340085834264755,1.315613865852356,0.01696908473968506,0.16815096139907837,0.19086304306983948,3.0,0.32499998807907104,4.0,4.0,8.0,1.9182958602905273,1.9182958602905273,0.6500224471092224,0.0,0.0,0.0,0.0,124.53333282470703,104.89605712890625,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666805744171,0,normal,0
mixed1.pcap,28,1539954026.001079,1539954027.001079,12.0,1683.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.08095090836286545,0.13316278159618378,1.6449817419052124,0.012406110763549805,0.3236130475997925,0.42527061700820923,3.0,0.4375,2.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,140.25,110.70917510986328,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0,normal,0
mixed1.pcap,29,1539954026.501079,1539954027.501079,3.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14339804649353027,0.13760089874267578,0.9595730304718018,0.14339804649353027,0.2672388553619385,0.2782469391822815,2.0,0.7916666865348816,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.33333587646484,10.370899200439453,115.19999694824219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666865348816,0,normal,0
mixed1.pcap,30,1539954027.001079,1539954028.001079,3.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3597370386123657,0.3538409471511841,0.9836099743843079,0.3597370386123657,0.6781938672065735,0.7065011858940125,2.0,0.7916666865348816,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.33333587646484,10.370899200439453,115.19999694824219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666865348816,0,normal,0
mixed1.pcap,31,1539954027.501079,1539954028.501079,6.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10472540557384491,0.10738492012023926,1.025395154953003,0.044970035552978516,0.2600678503513336,0.27666300535202026,2.0,0.625,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.83333587646484,39.193607330322266,123.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0,normal,0
mixed1.pcap,32,1539954028.001079,1539954029.001079,14.0,1360.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055388230830430984,0.057412877678871155,1.0365537405014038,0.041092872619628906,0.15671959519386292,0.17301757633686066,5.0,0.4285714328289032,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.14286041259766,44.44556427001953,123.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142984867096,0,normal,0
mixed1.pcap,33,1539954028.501079,1539954029.501079,21.0,2067.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04301570728421211,0.056659240275621414,1.3171756267547607,0.007857561111450195,0.12959133088588715,0.19973112642765045,5.0,0.3988095223903656,2.0,2.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,98.42857360839844,43.8564453125,125.30000305175781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142984867096,0,normal,0
mixed1.pcap,34,1539954029.001079,1539954030.001079,21.0,2092.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04161804914474487,0.056731563061475754,1.3631480932235718,0.00790548324584961,0.1416650116443634,0.20214587450027466,5.0,0.4345238208770752,3.0,4.0,11.0,1.5,2.0,0.8112781047821045,0.0,0.0,0.0,0.0,99.61904907226562,39.3984260559082,101.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2380952388048172,0,normal,0
mixed1.pcap,35,1539954029.501079,1539954030.501079,21.0,2175.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04512590169906616,0.07238443940877914,1.6040552854537964,0.010690808296203613,0.1465831696987152,0.2818198502063751,5.0,0.3988095223903656,4.0,5.0,13.0,1.92192804813385,2.321928024291992,0.7219281196594238,0.0,0.0,0.0,0.0,103.57142639160156,34.79541778564453,101.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2380952388048172,0,normal,0
mixed1.pcap,36,1539954030.001079,1539954031.001079,22.0,2303.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03256756812334061,0.04021185636520386,1.2347208261489868,0.009972810745239258,0.10383796691894531,0.14198283851146698,7.0,0.4545454680919647,4.0,4.0,13.0,2.0,2.0,1.5,0.0,0.0,0.0,0.0,104.68181610107422,35.9891242980957,101.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27272728085517883,0,normal,0
mixed1.pcap,37,1539954030.501079,1539954031.501079,21.0,2210.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04712095111608505,0.07769030332565308,1.6487421989440918,0.006328463554382324,0.15976230800151825,0.28505972027778625,7.0,0.4464285671710968,2.0,2.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,105.23809814453125,35.93632507324219,101.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142984867096,0,normal,0
mixed1.pcap,38,1539954031.001079,1539954032.001079,31.0,3475.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0230095311999321,0.04492316395044327,1.9523719549179077,0.00292205810546875,0.11839600652456284,0.17043529450893402,13.0,0.5201612710952759,2.0,2.0,13.0,0.9957274794578552,0.9957274794578552,0.0,2.0,0.0,0.0,0.0,112.09677124023438,53.40372848510742,64.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22580644488334656,0,normal,0
mixed1.pcap,39,1539954031.501079,1539954032.501079,27.0,3143.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031255997717380524,0.06577175855636597,2.104292392730713,0.004533886909484863,0.12287849187850952,0.26348453760147095,13.0,0.5601851940155029,2.0,2.0,11.0,0.9957274794578552,0.9957274794578552,0.0,2.0,0.0,0.0,0.0,116.40740966796875,53.59537124633789,127.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25925925374031067,0,normal,0
mixed1.pcap,40,1539954032.001079,1539954033.001079,17.0,1908.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049866750836372375,0.06168157979846001,1.2369279861450195,0.009503483772277832,0.14513224363327026,0.19609206914901733,4.0,0.3014705777168274,2.0,2.0,9.0,0.9852281212806702,0.9852281212806702,0.9852281212806702,2.0,0.0,0.0,0.0,112.23529052734375,34.99668884277344,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411852359772,0,normal,0
mixed1.pcap,41,1539954032.501079,1539954033.501079,18.0,2332.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05388635769486427,0.06656258553266525,1.2352399826049805,0.032074928283691406,0.20934081077575684,0.21096892654895782,4.0,0.2361111044883728,2.0,2.0,7.0,0.9798687696456909,0.9798687696456909,0.9798687696456909,2.0,0.0,0.0,0.0,129.55555725097656,56.81668472290039,81.5999984741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888955116272,0,normal,0
mixed1.pcap,42,1539954033.001079,1539954034.001079,12.0,1686.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06795735657215118,0.06973037868738174,1.026090145111084,0.04002499580383301,0.2004939317703247,0.20919954776763916,5.0,0.5416666865348816,2.0,2.0,7.0,0.9709506034851074,0.9709506034851074,0.9709506034851074,0.0,0.0,0.0,0.0,140.5,60.75565719604492,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,normal,0
mixed1.pcap,43,1539954033.501079,1539954034.501079,7.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07471215724945068,0.1360733062028885,1.8213006258010864,0.009405970573425293,0.29471778869628906,0.3604051470756531,5.0,0.8035714030265808,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.28571319580078,43.410709381103516,123.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142984867096,1,ssdp,1
mixed1.pcap,44,1539954034.001079,1539954035.001079,232.0,112566.0,0.0,219.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0037121607456356287,0.029809093102812767,8.030118942260742,0.00014591217041015625,0.0044203996658325195,0.06469075381755829,108.0,0.7101293206214905,4.0,4.0,9.0,1.7312307357788086,0.0,1.0843820571899414,0.0,0.0,0.0,0.0,485.1982727050781,102.35891723632812,531.3666381835938,1.0,0.0,219.0,0.0,0.0,0.0,0.0,1.0,0.892241358757019,1,ssdp,1
mixed1.pcap,45,1539954034.501079,1539954035.501079,235.0,112956.0,1.0,221.0,0.0,219.0,1.0,0.0,0.0,0.0,0.004008807707577944,0.024981141090393066,6.231563568115234,0.00014662742614746094,0.010235846042633057,0.14252479374408722,108.0,0.6973404288291931,5.0,7.0,9.0,1.7914068698883057,0.12469349801540375,1.1730033159255981,0.0,0.0,0.0,0.0,480.663818359375,109.19279479980469,531.3666381835938,0.9909502267837524,0.0,219.0,0.0,0.0,0.0,0.0,0.9909502267837524,0.8808510899543762,1,ssdp,1
mixed1.pcap,46,1539954035.001079,1539954036.001079,16.0,1585.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05155366286635399,0.0734030082821846,1.42381751537323,0.0165560245513916,0.1973457634449005,0.21859151124954224,5.0,0.46875,3.0,3.0,8.0,1.3709505796432495,1.92192804813385,0.7219281196594238,0.0,0.0,0.0,0.0,99.0625,32.52973556518555,127.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0,normal,0
mixed1.pcap,47,1539954035.501079,1539954036.501079,15.0,1496.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03839557617902756,0.04972776025533676,1.2951430082321167,0.018193483352661133,0.12405353784561157,0.17358198761940002,5.0,0.5083333253860474,2.0,2.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,99.73332977294922,37.228065490722656,101.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666805744171,0,normal,0
mixed1.pcap,48,1539954036.001079,1539954037.001079,12.0,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0823511853814125,0.16399087011814117,1.9913601875305176,0.006359100341796875,0.3866004943847656,0.5286151766777039,4.0,0.5416666865348816,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.41666412353516,30.96357536315918,125.30000305175781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0,normal,0
mixed1.pcap,49,1539954036.501079,1539954037.501079,10.0,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04854689538478851,0.08229974657297134,1.6952626705169678,0.005308866500854492,0.20372848212718964,0.20801140367984772,4.0,0.625,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.19999694824219,11.214276313781738,115.4000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0,normal,0
mixed1.pcap,50,1539954037.001079,1539954038.001079,6.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16043038666248322,0.22231252491474152,1.3857258558273315,0.005439043045043945,0.5023239850997925,0.5599847435951233,2.0,0.625,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,11.0,115.19999694824219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,normal,0
mixed1.pcap,51,1539954037.501079,1539954038.501079,6.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08501081168651581,0.09897633641958237,1.1642793416976929,0.004611015319824219,0.2108420431613922,0.21338441967964172,2.0,0.625,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,11.0,115.19999694824219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,normal,0
mixed1.pcap,52,1539954038.001079,1539954039.001079,2.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004611015319824219,0.0,0.0,0.004611015319824219,0.004611015319824219,0.004611015319824219,2.0,0.875,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,11.0,115.19999694824219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,normal,0
